"Ensembl_gene_identifier","Symbol","type_of_gene"
"ENSG00000117528","ABCD3","protein-coding"
"ENSG00000119688","ABCD4","protein-coding"
"ENSG00000176894","PXMP2","protein-coding"
"ENSG00000164751","PEX2","protein-coding"
"ENSG00000089159","PXN","protein-coding"
"ENSG00000139197","PEX5","protein-coding"
"ENSG00000183010","PYCR1","protein-coding"
"ENSG00000059573","ALDH18A1","protein-coding"
"ENSG00000185813","PCYT2","protein-coding"
"ENSG00000100994","PYGB","protein-coding"
"ENSG00000100504","PYGL","protein-coding"
"ENSG00000068976","PYGM","protein-coding"
"ENSG00000126838","PZP","protein-coding"
"ENSG00000172053","QARS1","protein-coding"
"ENSG00000151552","QDPR","protein-coding"
"ENSG00000138069","RAB1A","protein-coding"
"ENSG00000104388","RAB2A","protein-coding"
"ENSG00000237441","RGL2","protein-coding"
"ENSG00000105649","RAB3A","protein-coding"
"ENSG00000169213","RAB3B","protein-coding"
"ENSG00000167994","RAB3IL1","protein-coding"
"ENSG00000168118","RAB4A","protein-coding"
"ENSG00000144566","RAB5A","protein-coding"
"ENSG00000111540","RAB5B","protein-coding"
"ENSG00000175582","RAB6A","protein-coding"
"ENSG00000168067","MAP4K2","protein-coding"
"ENSG00000143545","RAB13","protein-coding"
"ENSG00000069974","RAB27A","protein-coding"
"ENSG00000041353","RAB27B","protein-coding"
"ENSG00000100949","RABGGTA","protein-coding"
"ENSG00000137955","RABGGTB","protein-coding"
"ENSG00000183155","RABIF","protein-coding"
"ENSG00000108774","RAB5C","protein-coding"
"ENSG00000136238","RAC1","protein-coding"
"ENSG00000128340","RAC2","protein-coding"
"ENSG00000169750","RAC3","protein-coding"
"ENSG00000172613","RAD9A","protein-coding"
"ENSG00000152942","RAD17","protein-coding"
"ENSG00000164754","RAD21","protein-coding"
"ENSG00000179262","RAD23A","protein-coding"
"ENSG00000119318","RAD23B","protein-coding"
"ENSG00000051180","RAD51","protein-coding"
"ENSG00000108384","RAD51C","protein-coding"
"ENSG00000182185","RAD51B","protein-coding"
"ENSG00000080823","MOK","protein-coding"
"ENSG00000185379","RAD51D","protein-coding"
"ENSG00000002016","RAD52","protein-coding"
"ENSG00000132155","RAF1","protein-coding"
"ENSG00000166349","RAG1","protein-coding"
"ENSG00000175097","RAG2","protein-coding"
"ENSG00000006451","RALA","protein-coding"
"ENSG00000144118","RALB","protein-coding"
"ENSG00000160271","RALGDS","protein-coding"
"ENSG00000132341","RAN","protein-coding"
"ENSG00000099901","RANBP1","protein-coding"
"ENSG00000153201","RANBP2","protein-coding"
"ENSG00000100401","RANGAP1","protein-coding"
"ENSG00000116473","RAP1A","protein-coding"
"ENSG00000127314","RAP1B","protein-coding"
"ENSG00000076864","RAP1GAP","protein-coding"
"ENSG00000138698","RAP1GDS1","protein-coding"
"ENSG00000125249","RAP2A","protein-coding"
"ENSG00000181467","RAP2B","protein-coding"
"ENSG00000165917","RAPSN","protein-coding"
"ENSG00000131759","RARA","protein-coding"
"ENSG00000077092","RARB","protein-coding"
"ENSG00000172819","RARG","protein-coding"
"ENSG00000113643","RARS1","protein-coding"
"ENSG00000118849","RARRES1","protein-coding"
"ENSG00000106538","RARRES2","protein-coding"
"ENSG00000133321","PLAAT4","protein-coding"
"ENSG00000145715","RASA1","protein-coding"
"ENSG00000155903","RASA2","protein-coding"
"ENSG00000058335","RASGRF1","protein-coding"
"ENSG00000113319","RASGRF2","protein-coding"
"ENSG00000139687","RB1","protein-coding"
"ENSG00000032219","ARID4A","protein-coding"
"ENSG00000073614","KDM5A","protein-coding"
"ENSG00000162521","RBBP4","protein-coding"
"ENSG00000117222","RBBP5","protein-coding"
"ENSG00000122257","RBBP6","protein-coding"
"ENSG00000102054","RBBP7","protein-coding"
"ENSG00000101773","RBBP8","protein-coding"
"ENSG00000080839","RBL1","protein-coding"
"ENSG00000103479","RBL2","protein-coding"
"ENSG00000102317","RBM3","protein-coding"
"ENSG00000173933","RBM4","protein-coding"
"ENSG00000153250","RBMS1","protein-coding"
"ENSG00000076067","RBMS2","protein-coding"
"ENSG00000234414","RBMY1A1","protein-coding"
"ENSG00000114115","RBP1","protein-coding"
"ENSG00000114113","RBP2","protein-coding"
"ENSG00000265203","RBP3","protein-coding"
"ENSG00000138207","RBP4","protein-coding"
"ENSG00000049449","RCN1","protein-coding"
"ENSG00000117906","RCN2","protein-coding"
"ENSG00000102076","OPN1LW","protein-coding"
"ENSG00000109047","RCVRN","protein-coding"
"ENSG00000135437","RDH5","protein-coding"
"ENSG00000112619","PRPH2","protein-coding"
"ENSG00000137710","RDX","protein-coding"
"ENSG00000004700","RECQL","protein-coding"
"ENSG00000162924","REL","protein-coding"
"ENSG00000115386","REG1A","protein-coding"
"ENSG00000172023","REG1B","protein-coding"
"ENSG00000173039","RELA","protein-coding"
"ENSG00000104856","RELB","protein-coding"
"ENSG00000143839","REN","protein-coding"
"ENSG00000102032","RENBP","protein-coding"
"ENSG00000005007","UPF1","protein-coding"
"ENSG00000133884","DPF2","protein-coding"
"ENSG00000084093","REST","protein-coding"
"ENSG00000165731","RET","protein-coding"
"ENSG00000009413","REV3L","protein-coding"
"ENSG00000035928","RFC1","protein-coding"
"ENSG00000049541","RFC2","protein-coding"
"ENSG00000133119","RFC3","protein-coding"
"ENSG00000163918","RFC4","protein-coding"
"ENSG00000111445","RFC5","protein-coding"
"ENSG00000169733","RFNG","protein-coding"
"ENSG00000204713","TRIM27","protein-coding"
"ENSG00000128250","RFPL1","protein-coding"
"ENSG00000132005","RFX1","protein-coding"
"ENSG00000087903","RFX2","protein-coding"
"ENSG00000080298","RFX3","protein-coding"
"ENSG00000111783","RFX4","protein-coding"
"ENSG00000143390","RFX5","protein-coding"
"ENSG00000133111","RFXAP","protein-coding"
"ENSG00000148604","RGR","protein-coding"
"ENSG00000090104","RGS1","protein-coding"
"ENSG00000116741","RGS2","protein-coding"
"ENSG00000138835","RGS3","protein-coding"
"ENSG00000117152","RGS4","protein-coding"
"ENSG00000182901","RGS7","protein-coding"
"ENSG00000148908","RGS10","protein-coding"
"ENSG00000159788","RGS12","protein-coding"
"ENSG00000127074","RGS13","protein-coding"
"ENSG00000143333","RGS16","protein-coding"
"ENSG00000112077","RHAG","protein-coding"
"ENSG00000188672","RHCE","protein-coding"
"ENSG00000187010","RHD","protein-coding"
"ENSG00000106615","RHEB","protein-coding"
"ENSG00000163914","RHO","protein-coding"
"ENSG00000185974","GRK1","protein-coding"
"ENSG00000107018","RLN1","protein-coding"
"ENSG00000152214","RIT2","protein-coding"
"ENSG00000204227","RING1","protein-coding"
"ENSG00000143622","RIT1","protein-coding"
"ENSG00000140522","RLBP1","protein-coding"
"ENSG00000117000","RLF","protein-coding"
"ENSG00000107014","RLN2","protein-coding"
"ENSG00000269900","RMRP","ncRNA"
"ENSG00000276168","RN7SL1","scRNA"
"ENSG00000129538","RNASE1","protein-coding"
"ENSG00000169385","RNASE2","protein-coding"
"ENSG00000169397","RNASE3","protein-coding"
"ENSG00000258818","RNASE4","protein-coding"
"ENSG00000169413","RNASE6","protein-coding"
"ENSG00000135828","RNASEL","protein-coding"
"ENSG00000200320","SNORA63","snoRNA"
"ENSG00000202363","SNORA62","snoRNA"
"ENSG00000121481","RNF2","protein-coding"
"ENSG00000204256","BRD2","protein-coding"
"ENSG00000063978","RNF4","protein-coding"
"ENSG00000204308","RNF5","protein-coding"
"ENSG00000127870","RNF6","protein-coding"
"ENSG00000023191","RNH1","protein-coding"
"ENSG00000176393","RNPEP","protein-coding"
"ENSG00000164163","ABCE1","protein-coding"
"ENSG00000207389","RNU1-4","snRNA"
"ENSG00000278099","RNVU1-2A","snRNA"
"ENSG00000274585","RNU2-1","snRNA"
"ENSG00000206941","SNORD15A","snoRNA"
"ENSG00000274266","SNORA73A","snoRNA"
"ENSG00000207280","SNORD20","snoRNA"
"ENSG00000206680","SNORD21","snoRNA"
"ENSG00000201098","RNY1","ncRNA"
"ENSG00000202354","RNY3","ncRNA"
"ENSG00000252316","RNY4","ncRNA"
"ENSG00000169855","ROBO1","protein-coding"
"ENSG00000185008","ROBO2","protein-coding"
"ENSG00000067900","ROCK1","protein-coding"
"ENSG00000149489","ROM1","protein-coding"
"ENSG00000069667","RORA","protein-coding"
"ENSG00000198963","RORB","protein-coding"
"ENSG00000143365","RORC","protein-coding"
"ENSG00000047936","ROS1","protein-coding"
"ENSG00000164610","RP9","protein-coding"
"ENSG00000104237","RP1","protein-coding"
"ENSG00000102218","RP2","protein-coding"
"ENSG00000156313","RPGR","protein-coding"
"ENSG00000132383","RPA1","protein-coding"
"ENSG00000117748","RPA2","protein-coding"
"ENSG00000106399","RPA3","protein-coding"
"ENSG00000197713","RPE","protein-coding"
"ENSG00000116745","RPE65","protein-coding"
"ENSG00000100316","RPL3","protein-coding"
"ENSG00000140986","RPL3L","protein-coding"
"ENSG00000174444","RPL4","protein-coding"
"ENSG00000122406","RPL5","protein-coding"
"ENSG00000089009","RPL6","protein-coding"
"ENSG00000147604","RPL7","protein-coding"
"ENSG00000148303","RPL7A","protein-coding"
"ENSG00000161016","RPL8","protein-coding"
"ENSG00000163682","RPL9","protein-coding"
"ENSG00000147403","RPL10","protein-coding"
"ENSG00000142676","RPL11","protein-coding"
"ENSG00000197958","RPL12","protein-coding"
"ENSG00000167526","RPL13","protein-coding"
"ENSG00000174748","RPL15","protein-coding"
"ENSG00000265681","RPL17","protein-coding"
"ENSG00000063177","RPL18","protein-coding"
"ENSG00000105640","RPL18A","protein-coding"
"ENSG00000108298","RPL19","protein-coding"
"ENSG00000122026","RPL21","protein-coding"
"ENSG00000116251","RPL22","protein-coding"
"ENSG00000198242","RPL23A","protein-coding"
"ENSG00000214026","MRPL23","protein-coding"
"ENSG00000114391","RPL24","protein-coding"
"ENSG00000161970","RPL26","protein-coding"
"ENSG00000131469","RPL27","protein-coding"
"ENSG00000156482","RPL30","protein-coding"
"ENSG00000166441","RPL27A","protein-coding"
"ENSG00000108107","RPL28","protein-coding"
"ENSG00000162244","RPL29","protein-coding"
"ENSG00000071082","RPL31","protein-coding"
"ENSG00000144713","RPL32","protein-coding"
"ENSG00000109475","RPL34","protein-coding"
"ENSG00000182899","RPL35A","protein-coding"
"ENSG00000165502","RPL36AL","protein-coding"
"ENSG00000145592","RPL37","protein-coding"
"ENSG00000197756","RPL37A","protein-coding"
"ENSG00000172809","RPL38","protein-coding"
"ENSG00000198918","RPL39","protein-coding"
"ENSG00000229117","RPL41","protein-coding"
"ENSG00000241343","RPL36A","protein-coding"
"ENSG00000089157","RPLP0","protein-coding"
"ENSG00000137818","RPLP1","protein-coding"
"ENSG00000177600","RPLP2","protein-coding"
"ENSG00000262814","MRPL12","protein-coding"
"ENSG00000128626","MRPS12","protein-coding"
"ENSG00000163902","RPN1","protein-coding"
"ENSG00000118705","RPN2","protein-coding"
"ENSG00000140988","RPS2","protein-coding"
"ENSG00000149273","RPS3","protein-coding"
"ENSG00000145425","RPS3A","protein-coding"
"ENSG00000198034","RPS4X","protein-coding"
"ENSG00000129824","RPS4Y1","protein-coding"
"ENSG00000083845","RPS5","protein-coding"
"ENSG00000137154","RPS6","protein-coding"
"ENSG00000117676","RPS6KA1","protein-coding"
"ENSG00000071242","RPS6KA2","protein-coding"
"ENSG00000177189","RPS6KA3","protein-coding"
"ENSG00000108443","RPS6KB1","protein-coding"
"ENSG00000175634","RPS6KB2","protein-coding"
"ENSG00000171863","RPS7","protein-coding"
"ENSG00000142937","RPS8","protein-coding"
"ENSG00000170889","RPS9","protein-coding"
"ENSG00000124614","RPS10","protein-coding"
"ENSG00000142534","RPS11","protein-coding"
"ENSG00000112306","RPS12","protein-coding"
"ENSG00000110700","RPS13","protein-coding"
"ENSG00000164587","RPS14","protein-coding"
"ENSG00000115268","RPS15","protein-coding"
"ENSG00000134419","RPS15A","protein-coding"
"ENSG00000105193","RPS16","protein-coding"
"ENSG00000182774","RPS17","protein-coding"
"ENSG00000231500","RPS18","protein-coding"
"ENSG00000105372","RPS19","protein-coding"
"ENSG00000008988","RPS20","protein-coding"
"ENSG00000171858","RPS21","protein-coding"
"ENSG00000186468","RPS23","protein-coding"
"ENSG00000138326","RPS24","protein-coding"
"ENSG00000118181","RPS25","protein-coding"
"ENSG00000197728","RPS26","protein-coding"
"ENSG00000177954","RPS27","protein-coding"
"ENSG00000143947","RPS27A","protein-coding"
"ENSG00000233927","RPS28","protein-coding"
"ENSG00000213741","RPS29","protein-coding"
"ENSG00000166592","RRAD","protein-coding"
"ENSG00000126458","RRAS","protein-coding"
"ENSG00000125844","RRBP1","protein-coding"
"ENSG00000124782","RREB1","protein-coding"
"ENSG00000167325","RRM1","protein-coding"
"ENSG00000171848","RRM2","protein-coding"
"ENSG00000114993","RTKN","protein-coding"
"ENSG00000102104","RS1","protein-coding"
"ENSG00000215695","RSC1A1","protein-coding"
"ENSG00000130779","CLIP1","protein-coding"
"ENSG00000148484","RSU1","protein-coding"
"ENSG00000139970","RTN1","protein-coding"
"ENSG00000125744","RTN2","protein-coding"
"ENSG00000186350","RXRA","protein-coding"
"ENSG00000204231","RXRB","protein-coding"
"ENSG00000143171","RXRG","protein-coding"
"ENSG00000163785","RYK","protein-coding"
"ENSG00000196218","RYR1","protein-coding"
"ENSG00000198626","RYR2","protein-coding"
"ENSG00000198838","RYR3","protein-coding"
"ENSG00000160678","S100A1","protein-coding"
"ENSG00000134243","SORT1","protein-coding"
"ENSG00000196754","S100A2","protein-coding"
"ENSG00000188015","S100A3","protein-coding"
"ENSG00000196154","S100A4","protein-coding"
"ENSG00000196420","S100A5","protein-coding"
"ENSG00000197956","S100A6","protein-coding"
"ENSG00000143556","S100A7","protein-coding"
"ENSG00000143546","S100A8","protein-coding"
"ENSG00000163220","S100A9","protein-coding"
"ENSG00000197747","S100A10","protein-coding"
"ENSG00000163191","S100A11","protein-coding"
"ENSG00000163221","S100A12","protein-coding"
"ENSG00000189171","S100A13","protein-coding"
"ENSG00000160307","S100B","protein-coding"
"ENSG00000163993","S100P","protein-coding"
"ENSG00000173432","SAA1","protein-coding"
"ENSG00000134339","SAA2","protein-coding"
"ENSG00000166787","SAA3P","pseudo"
"ENSG00000148965","SAA4","protein-coding"
"ENSG00000223501","VPS52","protein-coding"
"ENSG00000160633","SAFB","protein-coding"
"ENSG00000130561","SAG","protein-coding"
"ENSG00000005187","ACSM3","protein-coding"
"ENSG00000165821","SALL2","protein-coding"
"ENSG00000103449","SALL1","protein-coding"
"ENSG00000188130","MAPK12","protein-coding"
"ENSG00000031698","SARS1","protein-coding"
"ENSG00000135452","TSPAN31","protein-coding"
"ENSG00000130066","SAT1","protein-coding"
"ENSG00000182568","SATB1","protein-coding"
"ENSG00000100241","SBF1","protein-coding"
"ENSG00000052802","MSMO1","protein-coding"
"ENSG00000109929","SC5D","protein-coding"
"ENSG00000124788","ATXN1","protein-coding"
"ENSG00000204842","ATXN2","protein-coding"
"ENSG00000163635","ATXN7","protein-coding"
"ENSG00000285258","ATXN7","protein-coding"
"ENSG00000057149","SERPINB3","protein-coding"
"ENSG00000206073","SERPINB4","protein-coding"
"ENSG00000099194","SCD","protein-coding"
"ENSG00000105472","CLEC11A","protein-coding"
"ENSG00000047634","SCML1","protein-coding"
"ENSG00000144285","SCN1A","protein-coding"
"ENSG00000105711","SCN1B","protein-coding"
"ENSG00000136531","SCN2A","protein-coding"
"ENSG00000149575","SCN2B","protein-coding"
"ENSG00000153253","SCN3A","protein-coding"
"ENSG00000007314","SCN4A","protein-coding"
"ENSG00000177098","SCN4B","protein-coding"
"ENSG00000183873","SCN5A","protein-coding"
"ENSG00000136546","SCN7A","protein-coding"
"ENSG00000196876","SCN8A","protein-coding"
"ENSG00000169432","SCN9A","protein-coding"
"ENSG00000185313","SCN10A","protein-coding"
"ENSG00000111319","SCNN1A","protein-coding"
"ENSG00000168447","SCNN1B","protein-coding"
"ENSG00000162572","SCNN1D","protein-coding"
"ENSG00000166828","SCNN1G","protein-coding"
"ENSG00000133028","SCO1","protein-coding"
"ENSG00000116171","SCP2","protein-coding"
"ENSG00000070031","SCT","protein-coding"
"ENSG00000080293","SCTR","protein-coding"
"ENSG00000185739","SRL","protein-coding"
"ENSG00000108702","CCL1","protein-coding"
"ENSG00000108691","CCL2","protein-coding"
"ENSG00000277632","CCL3","protein-coding"
"ENSG00000275302","CCL4","protein-coding"
"ENSG00000271503","CCL5","protein-coding"
"ENSG00000108688","CCL7","protein-coding"
"ENSG00000108700","CCL8","protein-coding"
"ENSG00000172156","CCL11","protein-coding"
"ENSG00000181374","CCL13","protein-coding"
"ENSG00000276409","CCL14","protein-coding"
"ENSG00000275718","CCL15","protein-coding"
"ENSG00000275152","CCL16","protein-coding"
"ENSG00000102970","CCL17","protein-coding"
"ENSG00000275385","CCL18","protein-coding"
"ENSG00000172724","CCL19","protein-coding"
"ENSG00000115009","CCL20","protein-coding"
"ENSG00000137077","CCL21","protein-coding"
"ENSG00000102962","CCL22","protein-coding"
"ENSG00000274736","CCL23","protein-coding"
"ENSG00000106178","CCL24","protein-coding"
"ENSG00000131142","CCL25","protein-coding"
"ENSG00000124875","CXCL6","protein-coding"
"ENSG00000169248","CXCL11","protein-coding"
"ENSG00000163735","CXCL5","protein-coding"
"ENSG00000143184","XCL1","protein-coding"
"ENSG00000006210","CX3CL1","protein-coding"
"ENSG00000115884","SDC1","protein-coding"
"ENSG00000169439","SDC2","protein-coding"
"ENSG00000124145","SDC4","protein-coding"
"ENSG00000137575","SDCBP","protein-coding"
"ENSG00000107562","CXCL12","protein-coding"
"ENSG00000132581","SDF2","protein-coding"
"ENSG00000073578","SDHA","protein-coding"
"ENSG00000117118","SDHB","protein-coding"
"ENSG00000143252","SDHC","protein-coding"
"ENSG00000204370","SDHD","protein-coding"
"ENSG00000157020","SEC13","protein-coding"
"ENSG00000129657","SEC14L1","protein-coding"
"ENSG00000141574","SECTM1","protein-coding"
"ENSG00000196459","TRAPPC2","protein-coding"
"ENSG00000071537","SEL1L","protein-coding"
"ENSG00000007908","SELE","protein-coding"
"ENSG00000188404","SELL","protein-coding"
"ENSG00000174175","SELP","protein-coding"
"ENSG00000110876","SELPLG","protein-coding"
"ENSG00000001617","SEMA3F","protein-coding"
"ENSG00000124233","SEMG1","protein-coding"
"ENSG00000124157","SEMG2","protein-coding"
"ENSG00000250722","SELENOP","protein-coding"
"ENSG00000178980","SELENOW","protein-coding"
"ENSG00000065559","MAP2K4","protein-coding"
"ENSG00000119335","SET","protein-coding"
"ENSG00000170364","SETMAR","protein-coding"
"ENSG00000116560","SFPQ","protein-coding"
"ENSG00000104332","SFRP1","protein-coding"
"ENSG00000145423","SFRP2","protein-coding"
"ENSG00000106483","SFRP4","protein-coding"
"ENSG00000120057","SFRP5","protein-coding"
"ENSG00000136450","SRSF1","protein-coding"
"ENSG00000161547","SRSF2","protein-coding"
"ENSG00000112081","SRSF3","protein-coding"
"ENSG00000116350","SRSF4","protein-coding"
"ENSG00000100650","SRSF5","protein-coding"
"ENSG00000124193","SRSF6","protein-coding"
"ENSG00000115875","SRSF7","protein-coding"
"ENSG00000061936","SFSWAP","protein-coding"
"ENSG00000136527","TRA2B","protein-coding"
"ENSG00000168878","SFTPB","protein-coding"
"ENSG00000168484","SFTPC","protein-coding"
"ENSG00000133661","SFTPD","protein-coding"
"ENSG00000108823","SGCA","protein-coding"
"ENSG00000163069","SGCB","protein-coding"
"ENSG00000170624","SGCD","protein-coding"
"ENSG00000102683","SGCG","protein-coding"
"ENSG00000118515","SGK1","protein-coding"
"ENSG00000166922","SCG5","protein-coding"
"ENSG00000181523","SGSH","protein-coding"
